original_name,suggested_db_id,description,size
00781a2bfbcc426b8db901d37409461b,unknown_object,Unrecognizable or abstract object.,"""[733.476, 1801.402, 816.771]"""
00785dade17c470c90a14c90b75b896c,white_champagne_glass_01,"A tall, slender drinking glass resembling a champagne flute, rendered in a glossy white material. The object features a bulbous, rounded bowl that tapers sharply into a very thin stem, which connects to a flat, circular base. The surface appears smooth and reflective, simulating white glass or ceramic, with distinct specular highlights indicating a light source from above.","""[1.532, 3.795, 1.532]"""
0079263d92a34e76aa68c90cf1c58a7e,wooden_window_01,"A tall, narrow vertical window featuring a wooden frame with a visible reddish-brown grain texture. The central pane appears to be glass, reflecting a bright sky and sun. The object is a flat, rectangular structure with minimal thickness, consistent with a standard architectural window or glazed door panel.","""[0.500, 1.500, 0.040]"""
0079418517784f2bbf0aec6fd8de3cde,needle_nose_pliers_01,"A pair of needle-nose pliers featuring long, tapered silver metal jaws with serrated tips for gripping. The tool has a central pivot point connecting the jaws to long, curved handles covered in dark teal or green rubberized grips for comfort and leverage. The metal body appears to be steel or aluminum.","""[11.717, 46.316, 2.883]"""
007967d5ee3b40578d5913c24f9079ff,tree_stump_01,"A 3D model of a cut tree stump situated on a small, flat patch of ground. The stump is cylindrical with a flat top surface showing wood grain and cut rings, featuring a rough, greyish-brown texture. It sits on a low, roughly square base covered in a mix of grass and dirt textures.","""[53.686, 43.149, 52.417]"""
0079c590a90f40a3822c47e9ef7076ba,green_leaf_chandelier_01,"A decorative hanging chandelier featuring a twisted purple stem and gold-colored metal hardware. The fixture has curved arms draped with strings of green beads and is adorned with large, green leaf-shaped pendants hanging from the rim. It contains multiple white light bulbs and a central drop finial ending in a green bead. The superior view confirms a radial symmetry with the arms and pendants extending outward from a central hub.","""[28.553, 46.718, 29.761]"""
0081617b2cc54312a1eaaab71b4ec283,dragon_banner_01,"A vertical wooden pole supporting a black fabric banner or pennant. The flag features a central circular emblem containing a red dragon illustration, surrounded by a white beaded border. The right side of the banner displays vertical red text, and the edges are trimmed with white decorative patterns. The pole is a simple, textured wooden stick.","""[0.410, 2.670, 2.113]"""
00820ef5fe4843cf8beef97281048215,wooden_cart_01,"A rustic, dark brown wooden cart featuring a rectangular cargo bed constructed from horizontal slats and vertical corner posts. It is supported by two large spoked wheels and features a long wooden tongue extending from the front for hitching to a draft animal. The rear of the cart includes diagonal bracing supports for structural integrity.","""[12.358, 5.098, 5.617]"""
0083fa5f10a442408e0f3f88df19c8ad,wooden_shield_01,A medieval-style wooden shield with vertical plank construction and a dark metal rim. The center features a metal boss displaying a red heraldic emblem with two griffins flanking a central circle and a crescent moon below. The shield has a pointed bottom and a flat top edge.,"""[10.829, 13.317, 2.188]"""
0084f2a137bd46b6829f136800b6270b,green_military_storage_box_01,"A green, rectangular metal storage container, resembling a military ammo or magazine box. It features a hinged lid and U-shaped metal carrying handles attached to the sides. The front face displays a stenciled label area with yellow text, partially obscured by a bright glare. The surface has a textured, painted metal appearance.","""[1.112, 1.342, 2.000]"""
0087dc01648d4cc792a7d1e49848b825,wooden_horse_bust_01,"A wooden sculpture depicting a horse's head and neck mounted on a rectangular block base. The carving features a stylized mane and distinct facial features, finished with a reddish-brown stain. It serves as a decorative bust or model.","""[2.846, 4.830, 3.570]"""
00880e3095534192973a34ba730c45c9,pink_head_01,"A pink, spherical 3D model representing a stylized character head. The object features embossed facial details including closed eyes, a small mouth, and hair tufts on top. Circular shapes on the sides suggest ears. The surface is smooth and matte, resembling untextured plastic or clay.","""[1.946, 1.963, 1.131]"""
008a0b9867c241a190eb5941f5b4dffb,black_fedora_hat_01,"A black fedora hat constructed from a matte, felt-like material. The object features a standard brim that curves slightly downward at the edges and a crown with a classic pinched front and rear indentation. It is a piece of headwear designed to be worn on the head.","""[1.168, 0.572, 1.347]"""
008a72f0e6be408cbf90c81966789547,blue_cardigan_01,"A blue, long-sleeved cardigan or jacket hanging on a wooden hanger. The garment features a textured fabric surface and an open front design, layered over a purple undergarment. It is part of a rack of clothing that includes alternating blue and grey patterned items.","""[60.022, 94.000, 80.000]"""
008d5485506f496b81365ffc11c07c93,industrial_filter_skid_01,"A white industrial processing skid featuring two large vertical cylindrical tanks and a smaller horizontal tank mounted on a raised platform with safety railings. The unit includes extensive piping at the base and top, along with access ladders, suggesting a function related to fluid filtration, separation, or chemical processing. The structure is supported by legs with flanged bases.","""[23.839, 15.419, 10.271]"""
008daeeb47284a37b467cfed9e9afc52,twisted_bronze_cuff_01,"An open-ended bronze cuff bracelet featuring a twisted, rope-like texture along its outer surface. The metal exhibits a dark green patina, suggesting oxidation or age. It has a C-shape with flat, blunt ends. Faint linear grooves accentuate the twisted design, giving it a braided appearance.","""[1.598, 0.933, 0.926]"""
008e9eacb9044b11b358a0c2bdae1934,basketball_spalding_01,"A brown leather basketball with black seams. The surface features the ""SPALDING"" logo and the number ""23"" on one panel, and ""FIBA OFFICIAL GAME BALL"" text on another. The ball has a textured, slightly worn appearance typical of a used sports ball.","""[2.142, 1.941, 2.047]"""
008f28b256ce4380ab3cfee5638744a2,cauldron_01,"A dark, metallic cauldron with a wide, flared rim and a single side handle. The vessel rests on three short, stout legs and contains a yellow, textured substance resembling a thick soup or stew. The model features a low-poly, faceted geometric style.","""[0.944, 0.599, 0.990]"""
009059d29da14895b557112bcd43f39c,shorebird_rock_starfish_01,"A 3D model assembly featuring a small shorebird, resembling a Sanderling, standing on a rough, brownish rock. A five-pointed starfish rests on the rock's surface near the bird. The bird has mottled brown and white plumage with a white underbelly. The textures depict natural materials including feathers, stone, and marine life. The bird is shown in different poses, standing upright and leaning forward.","""[0.677, 1.022, 1.079]"""
0093866a726d45408c8935f9ba7c83ad,fossil_bivalve_shell_01,"A fossilized bivalve shell, likely a cockle or similar species, characterized by strong radial ribs and a convex, heart-shaped profile. The specimen is embedded in a white, plaster-like matrix block and includes a black-and-white scale bar for size reference. The shell appears to be made of mineralized calcium carbonate.","""[6.080, 4.938, 5.339]"""
00944cf00144496dad2e14b5e2efc852,low_poly_stag_01,"A low-poly 3D model of a male deer or elk standing on four legs. The body is rendered in a solid dark brown color, while the large, branching antlers are a light tan or beige. The model features a long, slender neck and a faceted geometry typical of low-polygon assets used in video games or simulations.","""[278.691, 379.809, 222.734]"""
00978a128283411582590096643ec101,seahorse_white_01,"A white, textured 3D model or scan of a seahorse. The object stands vertically with a distinct horse-like head at the top, a segmented body with dorsal ridges running down the back, and a curled tail at the base. The surface has a rough, organic appearance, resembling a dried specimen or a high-fidelity scan.","""[19.031, 52.148, 24.180]"""
009795f69072466e9a71b70a560ed2df,wooden_root_01,"A 3D model of a dark, textured wooden root or piece of driftwood. The object features a rough, bark-like surface with varying shades of brown and black. It has an irregular, organic shape that tapers in one direction, suitable for use as a natural terrain decoration in a simulation environment.","""[954.454, 1000.000, 626.525]"""
